coco_index,label,class_name,object_index,replacement_object,prior_label,image_path,mask_path,split,replacement_label
31577,0,cell phone,0,cell phone,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31577.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31577.png,train,67
31579,1,person,0,baseball glove,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31579.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31579.png,train,35
31584,1,sports ball,0,umbrella,32,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31584.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31584.png,train,25
31587,1,surfboard,1,zebra,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31587.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31587.png,train,22
31588,1,zebra,5,frisbee,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31588.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31588.png,train,29
31589,0,giraffe,1,hot dog,23,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31589.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31589.png,train,52
31590,1,person,3,teddy bear,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31590.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31590.png,train,77
31593,0,cell phone,0,orange,67,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31593.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31593.png,train,49
31594,1,giraffe,2,knife,23,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31594.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31594.png,train,43
31596,1,kite,10,carrot,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31596.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31596.png,train,51
31600,1,vase,3,boat,75,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31600.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31600.png,train,8
31602,1,bird,0,toaster,14,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31602.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31602.png,train,70
31604,1,traffic light,8,skis,9,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31604.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31604.png,train,30
31607,0,cake,5,dining table,55,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31607.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31607.png,train,60
31608,0,mouse,6,potted plant,64,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31608.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31608.png,train,58
31611,1,boat,1,sheep,8,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31611.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31611.png,train,18
31612,0,dining table,6,dining table,60,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31612.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31612.png,train,60
31613,1,clock,0,boat,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31613.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31613.png,train,8
31615,1,umbrella,0,cat,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31615.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31615.png,train,15
31616,0,bed,2,bed,59,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31616.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31616.png,train,59
31617,0,bus,0,person,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31617.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31617.png,train,0
31618,1,sink,1,wine glass,71,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31618.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31618.png,train,40
31619,1,baseball bat,1,giraffe,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31619.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31619.png,train,23
31620,0,traffic light,3,motorcycle,9,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31620.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31620.png,train,3
31621,0,motorcycle,0,tv,3,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31621.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31621.png,train,62
31624,1,tennis racket,3,baseball bat,38,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31624.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31624.png,train,34
31625,1,frisbee,0,apple,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31625.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31625.png,train,47
31626,1,person,0,knife,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31626.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31626.png,train,43
31628,1,bicycle,1,umbrella,1,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31628.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31628.png,train,25
31629,0,couch,1,mouse,57,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31629.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31629.png,train,64
31630,1,book,1,bed,73,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31630.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31630.png,train,59
31631,1,giraffe,0,carrot,23,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31631.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31631.png,train,51
31632,1,traffic light,1,handbag,9,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31632.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31632.png,train,26
31633,1,traffic light,4,banana,9,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31633.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31633.png,train,46
31634,1,surfboard,0,sink,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31634.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31634.png,train,71
31637,0,wine glass,4,cake,40,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31637.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31637.png,train,55
31638,1,handbag,9,potted plant,26,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31638.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31638.png,train,58
31639,1,sports ball,3,toothbrush,32,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31639.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31639.png,train,79
31640,1,carrot,3,toaster,51,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31640.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31640.png,train,70
31642,1,zebra,1,toaster,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31642.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31642.png,train,70
31643,1,person,11,baseball bat,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31643.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31643.png,train,34
31644,0,tie,0,bird,27,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31644.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31644.png,train,14
31645,1,wine glass,3,mouse,40,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31645.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31645.png,train,64
31647,1,bicycle,0,broccoli,1,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31647.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31647.png,train,50
31649,1,umbrella,0,skis,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31649.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31649.png,train,30
31650,1,baseball bat,1,keyboard,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31650.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31650.png,train,66
31651,0,cake,0,potted plant,55,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31651.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31651.png,train,58
31652,1,kite,3,handbag,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31652.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31652.png,train,26
31653,1,frisbee,2,carrot,29,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31653.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31653.png,train,51
31654,1,cat,0,stop sign,15,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31654.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31654.png,train,11
31655,0,chair,13,bowl,56,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31655.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31655.png,train,45
31656,0,vase,1,kite,75,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31656.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31656.png,train,33
31657,0,zebra,0,bear,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31657.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31657.png,train,21
31660,1,surfboard,1,horse,37,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31660.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31660.png,train,17
31662,1,spoon,8,sports ball,44,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31662.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31662.png,train,32
31663,1,clock,0,sheep,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31663.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31663.png,train,18
31664,1,bus,0,baseball bat,5,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31664.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31664.png,train,34
31666,1,handbag,6,spoon,26,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31666.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31666.png,train,44
31667,1,apple,1,bear,47,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31667.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31667.png,train,21
31668,1,truck,2,elephant,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31668.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31668.png,train,20
31670,1,bench,15,carrot,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31670.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31670.png,train,51
31671,1,person,0,kite,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31671.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31671.png,train,33
31672,1,fire hydrant,0,snowboard,10,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31672.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31672.png,train,31
31673,1,kite,12,chair,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31673.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31673.png,train,56
31674,0,wine glass,4,vase,40,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31674.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31674.png,train,75
31677,1,remote,10,couch,65,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31677.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31677.png,train,57
31678,0,zebra,0,potted plant,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31678.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31678.png,train,58
31679,0,bench,3,couch,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31679.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31679.png,train,57
31680,1,scissors,0,toothbrush,76,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31680.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31680.png,train,79
31681,0,book,6,potted plant,73,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31681.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31681.png,train,58
31682,1,skateboard,1,banana,36,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31682.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31682.png,train,46
31683,0,truck,3,stop sign,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31683.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31683.png,train,11
31684,1,skis,1,baseball glove,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31684.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31684.png,train,35
31686,0,toothbrush,1,clock,79,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31686.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31686.png,train,74
31687,1,bear,0,traffic light,21,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31687.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31687.png,train,9
31688,1,bench,5,giraffe,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31688.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31688.png,train,23
31689,0,tv,0,horse,62,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31689.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31689.png,train,17
31690,0,book,3,frisbee,73,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31690.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31690.png,train,29
31691,1,zebra,0,apple,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31691.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31691.png,train,47
31692,1,apple,5,parking meter,47,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31692.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31692.png,train,12
31694,0,stop sign,0,keyboard,11,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31694.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31694.png,train,66
31697,1,oven,1,banana,69,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31697.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31697.png,train,46
31698,0,toilet,0,spoon,61,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31698.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31698.png,train,44
31699,1,toilet,0,stop sign,61,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31699.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31699.png,train,11
31700,0,cow,0,umbrella,19,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31700.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31700.png,train,25
31703,0,bicycle,21,umbrella,1,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31703.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31703.png,train,25
31705,1,traffic light,6,truck,9,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31705.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31705.png,train,7
31706,1,umbrella,3,pizza,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31706.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31706.png,train,53
31708,0,sports ball,0,orange,32,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31708.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31708.png,train,49
31709,1,cat,0,bear,15,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31709.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31709.png,train,21
31710,1,clock,0,tennis racket,74,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31710.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31710.png,train,38
31711,1,dining table,1,boat,60,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31711.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31711.png,train,8
31712,1,kite,1,cell phone,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31712.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31712.png,train,67
31715,1,train,0,boat,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31715.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31715.png,train,8
31716,1,car,10,couch,2,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31716.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31716.png,train,57
31717,0,pizza,1,knife,53,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31717.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31717.png,train,43
31718,1,zebra,0,parking meter,22,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31718.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31718.png,train,12
31722,1,dining table,6,baseball bat,60,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31722.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31722.png,train,34
31724,1,cup,7,tennis racket,41,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31724.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31724.png,train,38
31725,1,skis,2,baseball bat,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31725.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31725.png,train,34
31727,1,person,3,snowboard,0,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31727.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31727.png,train,31
31728,1,horse,0,surfboard,17,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31728.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31728.png,train,37
31729,0,baseball glove,1,bear,35,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31729.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31729.png,train,21
31731,1,kite,22,sheep,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31731.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31731.png,train,18
31732,1,umbrella,26,parking meter,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31732.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31732.png,train,12
31733,1,bicycle,3,boat,1,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31733.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31733.png,train,8
31734,1,umbrella,4,hair drier,25,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31734.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31734.png,train,78
31737,1,truck,1,car,7,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31737.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31737.png,train,2
31738,1,refrigerator,2,cell phone,72,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31738.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31738.png,train,67
31739,1,banana,1,cup,46,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31739.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31739.png,train,41
31743,1,potted plant,0,umbrella,58,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31743.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31743.png,train,25
31745,1,sheep,0,donut,18,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31745.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31745.png,train,54
31746,1,teddy bear,0,clock,77,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31746.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31746.png,train,74
31749,1,knife,4,keyboard,43,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31749.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31749.png,train,66
31750,1,motorcycle,0,tie,3,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31750.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31750.png,train,27
31752,1,orange,4,car,49,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31752.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31752.png,train,2
31753,1,bench,1,microwave,13,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31753.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31753.png,train,68
31754,1,kite,2,hot dog,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31754.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31754.png,train,52
31756,1,bear,0,zebra,21,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31756.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31756.png,train,22
31757,1,tennis racket,1,umbrella,38,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31757.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31757.png,train,25
31758,1,baseball bat,1,scissors,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31758.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31758.png,train,76
31760,0,backpack,3,fork,24,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31760.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31760.png,train,42
31761,1,chair,16,sports ball,56,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31761.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31761.png,train,32
31762,1,sheep,9,car,18,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31762.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31762.png,train,2
31763,1,sheep,8,microwave,18,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31763.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31763.png,train,68
31765,1,bowl,5,cat,45,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31765.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31765.png,train,15
31766,1,train,2,tv,6,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31766.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31766.png,train,62
31768,1,baseball bat,6,tennis racket,34,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31768.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31768.png,train,38
31769,1,parking meter,11,microwave,12,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31769.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31769.png,train,68
31773,1,broccoli,0,carrot,50,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31773.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31773.png,train,51
31774,0,bed,1,baseball glove,59,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31774.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31774.png,train,35
31775,1,skateboard,1,elephant,36,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31775.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31775.png,train,20
31776,1,pizza,5,traffic light,53,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31776.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31776.png,train,9
31777,1,kite,9,spoon,33,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31777.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31777.png,train,44
31778,1,parking meter,0,scissors,12,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31778.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31778.png,train,76
31780,0,skis,3,bowl,30,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31780.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31780.png,train,45
31782,0,cup,5,bear,41,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31782.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31782.png,train,21
31784,1,sports ball,0,hair drier,32,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31784.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31784.png,train,78
31787,1,bottle,2,carrot,39,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31787.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31787.png,train,51
31788,1,car,14,spoon,2,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31788.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31788.png,train,44
31789,1,pizza,2,dog,53,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31789.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31789.png,train,16
31795,0,knife,1,fork,43,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31795.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31795.png,train,42
31796,1,airplane,0,fork,4,/home/ubuntu/ztl/COinCO/task_data/images/training_val_images/31796.png,/home/ubuntu/ztl/COinCO/task_data/masks/bbox_masks_training_val/31796.png,train,42
